Request_id,Pickup_point,Driver_id,Status,Request_timestamp,Drop_timestamp,Date,Hour,Weekday,Time_Slot,Driver_Assigned,Trip_Duration_Minutes
3075,City,2.0,Trip Completed,2016-07-13 08:02:53,2016-07-13 09:16:19,2016-07-13,8,Wednesday,Morning,Yes,73.43333333333334
3379,City,2.0,Trip Completed,2016-07-13 14:23:02,2016-07-13 15:35:18,2016-07-13,14,Wednesday,Afternoon,Yes,72.26666666666667
3482,Airport,2.0,Trip Completed,2016-07-13 17:23:18,2016-07-13 18:20:51,2016-07-13,17,Wednesday,Evening,Yes,57.55
4652,City,2.0,Trip Completed,2016-07-14 12:01:02,2016-07-14 12:36:46,2016-07-14,12,Thursday,Afternoon,Yes,35.733333333333334
5335,Airport,2.0,Trip Completed,2016-07-14 22:24:13,2016-07-14 23:18:52,2016-07-14,22,Thursday,Night,Yes,54.65
535,Airport,3.0,Trip Completed,2016-07-11 10:00:00,2016-07-11 10:31:00,2016-07-11,10,Monday,Morning,Yes,31.0
960,Airport,3.0,Trip Completed,2016-07-11 18:45:00,2016-07-11 19:23:00,2016-07-11,18,Monday,Evening,Yes,38.0
1934,Airport,3.0,Trip Completed,2016-07-12 11:17:00,2016-07-12 12:23:00,2016-07-12,11,Tuesday,Morning,Yes,66.0
2083,Airport,3.0,Trip Completed,2016-07-12 15:46:00,2016-07-12 16:40:00,2016-07-12,15,Tuesday,Afternoon,Yes,54.0
2211,Airport,3.0,Trip Completed,2016-07-12 18:00:00,2016-07-12 18:28:00,2016-07-12,18,Tuesday,Evening,Yes,28.0
3096,Airport,3.0,Trip Completed,2016-07-13 08:17:29,2016-07-13 09:22:37,2016-07-13,8,Wednesday,Morning,Yes,65.13333333333334
3881,Airport,3.0,Trip Completed,2016-07-13 21:54:18,2016-07-13 22:51:23,2016-07-13,21,Wednesday,Evening,Yes,57.083333333333336
5254,City,3.0,Trip Completed,2016-07-14 21:23:03,2016-07-14 22:25:19,2016-07-14,21,Thursday,Evening,Yes,62.266666666666666
5434,City,3.0,Trip Completed,2016-07-15 02:41:38,2016-07-15 03:24:43,2016-07-15,2,Friday,Night,Yes,43.083333333333336
5916,City,3.0,Trip Completed,2016-07-15 10:00:43,2016-07-15 10:53:06,2016-07-15,10,Friday,Morning,Yes,52.38333333333333
669,City,4.0,Trip Completed,2016-07-11 13:08:00,2016-07-11 13:49:00,2016-07-11,13,Monday,Afternoon,Yes,41.0
1567,Airport,4.0,Trip Completed,2016-07-12 06:21:00,2016-07-12 07:10:00,2016-07-12,6,Tuesday,Morning,Yes,49.0
1826,City,4.0,Trip Completed,2016-07-12 09:27:00,2016-07-12 10:27:00,2016-07-12,9,Tuesday,Morning,Yes,60.0
2102,City,4.0,Trip Completed,2016-07-12 16:09:00,2016-07-12 17:01:00,2016-07-12,16,Tuesday,Afternoon,Yes,52.0
2847,Airport,4.0,Trip Completed,2016-07-13 05:34:20,2016-07-13 06:09:59,2016-07-13,5,Wednesday,Morning,Yes,35.65
3722,Airport,4.0,Trip Completed,2016-07-13 19:57:59,2016-07-13 20:32:04,2016-07-13,19,Wednesday,Evening,Yes,34.083333333333336
4075,City,4.0,Trip Completed,2016-07-14 02:17:35,2016-07-14 03:21:38,2016-07-14,2,Thursday,Night,Yes,64.05
4686,City,4.0,Trip Completed,2016-07-14 13:01:10,2016-07-14 13:45:28,2016-07-14,13,Thursday,Afternoon,Yes,44.3
5771,Airport,4.0,Trip Completed,2016-07-15 08:30:06,2016-07-15 09:37:20,2016-07-15,8,Friday,Morning,Yes,67.23333333333333
6106,Airport,4.0,Trip Completed,2016-07-15 15:01:20,2016-07-15 15:47:31,2016-07-15,15,Friday,Afternoon,Yes,46.18333333333333
312,City,5.0,Trip Completed,2016-07-11 07:27:00,2016-07-11 08:31:00,2016-07-11,7,Monday,Morning,Yes,64.0
577,Airport,5.0,Trip Completed,2016-07-11 11:03:00,2016-07-11 12:01:00,2016-07-11,11,Monday,Morning,Yes,58.0
1179,City,5.0,Trip Completed,2016-07-11 20:58:00,2016-07-11 21:45:00,2016-07-11,20,Monday,Evening,Yes,47.0
1756,Airport,5.0,Trip Completed,2016-07-12 08:40:00,2016-07-12 09:23:00,2016-07-12,8,Tuesday,Morning,Yes,43.0
2052,City,5.0,Trip Completed,2016-07-12 14:48:00,2016-07-12 15:50:00,2016-07-12,14,Tuesday,Afternoon,Yes,62.0
2559,City,5.0,Trip Completed,2016-07-12 21:32:00,2016-07-12 22:29:00,2016-07-12,21,Tuesday,Evening,Yes,57.0
3014,City,5.0,Trip Completed,2016-07-13 07:28:14,2016-07-13 08:29:47,2016-07-13,7,Wednesday,Morning,Yes,61.55
3317,City,5.0,Trip Completed,2016-07-13 12:14:27,2016-07-13 12:46:38,2016-07-13,12,Wednesday,Afternoon,Yes,32.18333333333333
4297,City,5.0,Trip Completed,2016-07-14 06:43:01,2016-07-14 07:49:38,2016-07-14,6,Thursday,Morning,Yes,66.61666666666666
5857,Airport,5.0,Trip Completed,2016-07-15 09:08:50,2016-07-15 10:07:07,2016-07-15,9,Friday,Morning,Yes,58.28333333333333
6690,Airport,5.0,Trip Completed,2016-07-15 22:41:41,2016-07-15 23:51:00,2016-07-15,22,Friday,Night,Yes,69.31666666666666
1517,Airport,6.0,Trip Completed,2016-07-12 05:45:00,2016-07-12 06:28:00,2016-07-12,5,Tuesday,Morning,Yes,43.0
1999,Airport,6.0,Trip Completed,2016-07-12 13:02:00,2016-07-12 13:51:00,2016-07-12,13,Tuesday,Afternoon,Yes,49.0
2960,Airport,6.0,Trip Completed,2016-07-13 06:50:33,2016-07-13 07:40:35,2016-07-13,6,Wednesday,Morning,Yes,50.03333333333333
3882,City,6.0,Trip Completed,2016-07-13 21:53:03,2016-07-13 22:45:24,2016-07-13,21,Wednesday,Evening,Yes,52.35
4081,Airport,6.0,Trip Completed,2016-07-14 02:37:14,2016-07-14 03:30:27,2016-07-14,2,Thursday,Night,Yes,53.21666666666667
4740,City,6.0,Trip Completed,2016-07-14 14:50:07,2016-07-14 15:38:14,2016-07-14,14,Thursday,Afternoon,Yes,48.11666666666667
5270,City,6.0,Trip Completed,2016-07-14 21:33:55,2016-07-14 22:25:43,2016-07-14,21,Thursday,Evening,Yes,51.8
6758,Airport,6.0,Trip Completed,2016-07-15 00:03:39,2016-07-15 01:07:39,2016-07-15,0,Friday,Night,Yes,64.0
5741,City,6.0,Trip Completed,2016-07-15 07:52:51,2016-07-15 08:38:55,2016-07-15,7,Friday,Morning,Yes,46.06666666666667
6087,Airport,6.0,Trip Completed,2016-07-15 14:28:50,2016-07-15 15:33:53,2016-07-15,14,Friday,Afternoon,Yes,65.05
1039,City,7.0,Trip Completed,2016-07-11 19:31:00,2016-07-11 20:41:00,2016-07-11,19,Monday,Evening,Yes,70.0
1273,Airport,7.0,Trip Completed,2016-07-11 22:07:00,2016-07-11 23:12:00,2016-07-11,22,Monday,Night,Yes,65.0
2480,City,7.0,Trip Completed,2016-07-12 20:39:00,2016-07-12 21:28:00,2016-07-12,20,Tuesday,Evening,Yes,49.0
4105,City,7.0,Trip Completed,2016-07-14 03:39:38,2016-07-14 04:39:04,2016-07-14,3,Thursday,Night,Yes,59.43333333333333
4509,City,7.0,Trip Completed,2016-07-14 09:11:13,2016-07-14 10:17:01,2016-07-14,9,Thursday,Morning,Yes,65.8
4986,Airport,7.0,Trip Completed,2016-07-14 18:52:32,2016-07-14 19:50:57,2016-07-14,18,Thursday,Evening,Yes,58.416666666666664
5898,City,7.0,Trip Completed,2016-07-15 09:50:28,2016-07-15 10:40:39,2016-07-15,9,Friday,Morning,Yes,50.18333333333333
6142,Airport,7.0,Trip Completed,2016-07-15 15:50:15,2016-07-15 16:36:56,2016-07-15,15,Friday,Afternoon,Yes,46.68333333333333
380,Airport,8.0,Trip Completed,2016-07-11 08:18:00,2016-07-11 09:18:00,2016-07-11,8,Monday,Morning,Yes,60.0
1050,Airport,8.0,Trip Completed,2016-07-11 19:39:00,2016-07-11 20:30:00,2016-07-11,19,Monday,Evening,Yes,51.0
1769,City,8.0,Trip Completed,2016-07-12 08:57:00,2016-07-12 09:24:00,2016-07-12,8,Tuesday,Morning,Yes,27.0
2520,City,8.0,Trip Completed,2016-07-12 21:05:00,2016-07-12 22:20:00,2016-07-12,21,Tuesday,Evening,Yes,75.0
3265,Airport,8.0,Trip Completed,2016-07-13 10:22:07,2016-07-13 11:07:02,2016-07-13,10,Wednesday,Morning,Yes,44.916666666666664
4648,City,8.0,Trip Completed,2016-07-14 11:55:10,2016-07-14 12:59:34,2016-07-14,11,Thursday,Morning,Yes,64.4
449,Airport,9.0,Trip Completed,2016-07-11 09:08:00,2016-07-11 09:52:00,2016-07-11,9,Monday,Morning,Yes,44.0
846,Airport,9.0,Trip Completed,2016-07-11 17:46:00,2016-07-11 18:52:00,2016-07-11,17,Monday,Evening,Yes,66.0
1346,Airport,9.0,Trip Completed,2016-07-11 23:39:00,2016-07-12 00:23:00,2016-07-11,23,Monday,Night,Yes,44.0
1474,Airport,9.0,Trip Completed,2016-07-12 05:13:00,2016-07-12 05:56:00,2016-07-12,5,Tuesday,Morning,Yes,43.0
2240,City,9.0,Trip Completed,2016-07-12 18:20:00,2016-07-12 18:54:00,2016-07-12,18,Tuesday,Evening,Yes,34.0
3072,Airport,9.0,Trip Completed,2016-07-13 08:04:57,2016-07-13 08:36:37,2016-07-13,8,Wednesday,Morning,Yes,31.666666666666668
3459,Airport,9.0,Trip Completed,2016-07-13 17:03:30,2016-07-13 17:31:49,2016-07-13,17,Wednesday,Evening,Yes,28.316666666666666
3774,Airport,9.0,Trip Completed,2016-07-13 20:41:24,2016-07-13 21:27:29,2016-07-13,20,Wednesday,Evening,Yes,46.083333333333336
4023,City,9.0,Trip Completed,2016-07-13 23:58:41,2016-07-14 00:58:39,2016-07-13,23,Wednesday,Night,Yes,59.96666666666667
4117,City,9.0,Trip Completed,2016-07-14 04:21:42,2016-07-14 05:07:07,2016-07-14,4,Thursday,Night,Yes,45.416666666666664
4880,Airport,9.0,Trip Completed,2016-07-14 17:58:46,2016-07-14 19:02:42,2016-07-14,17,Thursday,Evening,Yes,63.93333333333333
5568,Airport,9.0,Trip Completed,2016-07-15 05:47:49,2016-07-15 06:25:49,2016-07-15,5,Friday,Morning,Yes,38.0
5994,Airport,9.0,Trip Completed,2016-07-15 11:51:16,2016-07-15 12:32:12,2016-07-15,11,Friday,Morning,Yes,40.93333333333333
1809,Airport,10.0,Trip Completed,2016-07-12 09:13:00,2016-07-12 10:01:00,2016-07-12,9,Tuesday,Morning,Yes,48.0
2064,Airport,10.0,Trip Completed,2016-07-12 15:08:00,2016-07-12 16:14:00,2016-07-12,15,Tuesday,Afternoon,Yes,66.0
3210,City,10.0,Trip Completed,2016-07-13 09:47:06,2016-07-13 10:52:37,2016-07-13,9,Wednesday,Morning,Yes,65.51666666666667
4350,City,10.0,Trip Completed,2016-07-14 07:24:43,2016-07-14 08:22:09,2016-07-14,7,Thursday,Morning,Yes,57.43333333333333
4713,City,10.0,Trip Completed,2016-07-14 13:31:24,2016-07-14 14:10:56,2016-07-14,13,Thursday,Afternoon,Yes,39.53333333333333
5629,Airport,10.0,Trip Completed,2016-07-15 06:33:00,2016-07-15 07:19:53,2016-07-15,6,Friday,Morning,Yes,46.88333333333333
6157,Airport,10.0,Trip Completed,2016-07-15 16:32:51,2016-07-15 17:44:44,2016-07-15,16,Friday,Afternoon,Yes,71.88333333333334
2030,City,11.0,Trip Completed,2016-07-12 14:11:00,2016-07-12 15:02:00,2016-07-12,14,Tuesday,Afternoon,Yes,51.0
3226,City,11.0,Trip Completed,2016-07-13 10:00:17,2016-07-13 11:02:52,2016-07-13,10,Wednesday,Morning,Yes,62.583333333333336
3353,City,11.0,Trip Completed,2016-07-13 13:29:44,2016-07-13 14:09:00,2016-07-13,13,Wednesday,Afternoon,Yes,39.266666666666666
4293,City,11.0,Trip Completed,2016-07-14 06:42:36,2016-07-14 07:12:41,2016-07-14,6,Thursday,Morning,Yes,30.083333333333332
4936,City,11.0,Trip Completed,2016-07-14 18:22:17,2016-07-14 19:14:36,2016-07-14,18,Thursday,Evening,Yes,52.31666666666667
5661,Airport,11.0,Trip Completed,2016-07-15 07:08:50,2016-07-15 07:59:00,2016-07-15,7,Friday,Morning,Yes,50.166666666666664
5778,City,11.0,Trip Completed,2016-07-15 08:22:03,2016-07-15 09:13:04,2016-07-15,8,Friday,Morning,Yes,51.016666666666666
6425,Airport,11.0,Trip Completed,2016-07-15 19:46:40,2016-07-15 20:26:51,2016-07-15,19,Friday,Evening,Yes,40.18333333333333
45,Airport,12.0,Trip Completed,2016-07-11 03:17:00,2016-07-11 04:09:00,2016-07-11,3,Monday,Night,Yes,52.0
264,City,12.0,Trip Completed,2016-07-11 06:51:00,2016-07-11 07:40:00,2016-07-11,6,Monday,Morning,Yes,49.0
1183,City,12.0,Trip Completed,2016-07-11 21:05:00,2016-07-11 21:38:00,2016-07-11,21,Monday,Evening,Yes,33.0
1536,Airport,12.0,Trip Completed,2016-07-12 05:59:00,2016-07-12 06:59:00,2016-07-12,5,Tuesday,Morning,Yes,60.0
2437,City,12.0,Trip Completed,2016-07-12 20:18:00,2016-07-12 21:26:00,2016-07-12,20,Tuesday,Evening,Yes,68.0
2641,Airport,12.0,Trip Completed,2016-07-12 22:28:00,2016-07-12 23:05:00,2016-07-12,22,Tuesday,Night,Yes,37.0
4077,Airport,12.0,Trip Completed,2016-07-14 02:14:15,2016-07-14 03:13:09,2016-07-14,2,Thursday,Night,Yes,58.9
4610,City,12.0,Trip Completed,2016-07-14 10:35:14,2016-07-14 11:39:01,2016-07-14,10,Thursday,Morning,Yes,63.78333333333333
5066,Airport,12.0,Trip Completed,2016-07-14 19:31:20,2016-07-14 20:14:03,2016-07-14,19,Thursday,Evening,Yes,42.71666666666667
5666,Airport,12.0,Trip Completed,2016-07-15 07:04:55,2016-07-15 08:12:37,2016-07-15,7,Friday,Morning,Yes,67.7
5923,City,12.0,Trip Completed,2016-07-15 10:07:49,2016-07-15 10:50:50,2016-07-15,10,Friday,Morning,Yes,43.016666666666666
6367,City,12.0,Trip Completed,2016-07-15 19:04:46,2016-07-15 19:46:04,2016-07-15,19,Friday,Evening,Yes,41.3
155,City,13.0,Trip Completed,2016-07-11 05:32:00,2016-07-11 06:28:00,2016-07-11,5,Monday,Morning,Yes,56.0
310,Airport,13.0,Trip Completed,2016-07-11 07:24:00,2016-07-11 08:28:00,2016-07-11,7,Monday,Morning,Yes,64.0
607,City,13.0,Trip Completed,2016-07-11 11:51:00,2016-07-11 12:42:00,2016-07-11,11,Monday,Morning,Yes,51.0
1012,City,13.0,Trip Completed,2016-07-11 19:15:00,2016-07-11 19:57:00,2016-07-11,19,Monday,Evening,Yes,42.0
1696,Airport,13.0,Trip Completed,2016-07-12 08:01:00,2016-07-12 08:42:00,2016-07-12,8,Tuesday,Morning,Yes,41.0
3076,City,13.0,Trip Completed,2016-07-13 08:09:04,2016-07-13 09:12:19,2016-07-13,8,Wednesday,Morning,Yes,63.25
4198,Airport,13.0,Trip Completed,2016-07-14 05:32:14,2016-07-14 06:45:32,2016-07-14,5,Thursday,Morning,Yes,73.3
4627,City,13.0,Trip Completed,2016-07-14 11:13:19,2016-07-14 12:00:12,2016-07-14,11,Thursday,Morning,Yes,46.88333333333333
5289,City,13.0,Trip Completed,2016-07-14 21:43:24,2016-07-14 22:24:13,2016-07-14,21,Thursday,Evening,Yes,40.81666666666667
5495,Airport,13.0,Trip Completed,2016-07-15 05:00:13,2016-07-15 06:02:27,2016-07-15,5,Friday,Morning,Yes,62.233333333333334
6656,Airport,13.0,Trip Completed,2016-07-15 22:08:42,2016-07-15 22:41:18,2016-07-15,22,Friday,Night,Yes,32.6
139,Airport,14.0,Trip Completed,2016-07-11 05:21:00,2016-07-11 06:09:00,2016-07-11,5,Monday,Morning,Yes,48.0
215,City,14.0,Trip Completed,2016-07-11 06:15:00,2016-07-11 07:07:00,2016-07-11,6,Monday,Morning,Yes,52.0
1816,City,14.0,Trip Completed,2016-07-12 09:24:00,2016-07-12 10:07:00,2016-07-12,9,Tuesday,Morning,Yes,43.0
2505,Airport,14.0,Trip Completed,2016-07-12 21:03:00,2016-07-12 22:14:00,2016-07-12,21,Tuesday,Evening,Yes,71.0
3346,City,14.0,Trip Completed,2016-07-13 13:01:42,2016-07-13 13:55:59,2016-07-13,13,Wednesday,Afternoon,Yes,54.28333333333333
5294,City,14.0,Trip Completed,2016-07-14 21:45:50,2016-07-14 22:16:40,2016-07-14,21,Thursday,Evening,Yes,30.833333333333332
6226,Airport,14.0,Trip Completed,2016-07-15 17:34:25,2016-07-15 18:33:13,2016-07-15,17,Friday,Evening,Yes,58.8
6733,Airport,14.0,Trip Completed,2016-07-15 23:32:44,2016-07-16 00:37:46,2016-07-15,23,Friday,Night,Yes,65.03333333333333
1027,Airport,15.0,Trip Completed,2016-07-11 19:18:00,2016-07-11 20:24:00,2016-07-11,19,Monday,Evening,Yes,66.0
2675,Airport,15.0,Trip Completed,2016-07-12 23:43:00,2016-07-13 00:35:12,2016-07-12,23,Tuesday,Night,Yes,52.2
3200,City,15.0,Trip Completed,2016-07-13 09:39:44,2016-07-13 10:30:58,2016-07-13,9,Wednesday,Morning,Yes,51.233333333333334
3865,City,15.0,Trip Completed,2016-07-13 21:52:05,2016-07-13 22:21:15,2016-07-13,21,Wednesday,Evening,Yes,29.166666666666668
4468,City,15.0,Trip Completed,2016-07-14 08:42:46,2016-07-14 09:22:01,2016-07-14,8,Thursday,Morning,Yes,39.25
5163,Airport,15.0,Trip Completed,2016-07-14 20:34:30,2016-07-14 21:05:18,2016-07-14,20,Thursday,Evening,Yes,30.8
6009,City,15.0,Trip Completed,2016-07-15 12:22:35,2016-07-15 13:25:27,2016-07-15,12,Friday,Afternoon,Yes,62.86666666666667
6448,Airport,15.0,Trip Completed,2016-07-15 20:02:54,2016-07-15 20:40:45,2016-07-15,20,Friday,Evening,Yes,37.85
591,City,16.0,Trip Completed,2016-07-11 11:25:00,2016-07-11 12:31:00,2016-07-11,11,Monday,Morning,Yes,66.0
709,City,16.0,Trip Completed,2016-07-11 14:16:00,2016-07-11 15:03:00,2016-07-11,14,Monday,Afternoon,Yes,47.0
1167,Airport,16.0,Trip Completed,2016-07-11 20:50:00,2016-07-11 21:52:00,2016-07-11,20,Monday,Evening,Yes,62.0
2661,Airport,16.0,Trip Completed,2016-07-12 23:23:00,2016-07-13 00:27:21,2016-07-12,23,Tuesday,Night,Yes,64.35
2808,City,16.0,Trip Completed,2016-07-13 05:05:16,2016-07-13 05:56:11,2016-07-13,5,Wednesday,Morning,Yes,50.916666666666664
3258,Airport,16.0,Trip Completed,2016-07-13 10:12:51,2016-07-13 10:45:28,2016-07-13,10,Wednesday,Morning,Yes,32.61666666666667
3413,Airport,16.0,Trip Completed,2016-07-13 15:32:01,2016-07-13 16:45:44,2016-07-13,15,Wednesday,Afternoon,Yes,73.71666666666667
3939,Airport,16.0,Trip Completed,2016-07-13 22:26:26,2016-07-13 22:55:54,2016-07-13,22,Wednesday,Night,Yes,29.466666666666665
4125,City,16.0,Trip Completed,2016-07-14 04:37:11,2016-07-14 05:46:29,2016-07-14,4,Thursday,Night,Yes,69.3
4457,City,16.0,Trip Completed,2016-07-14 08:36:24,2016-07-14 09:19:20,2016-07-14,8,Thursday,Morning,Yes,42.93333333333333
4728,City,16.0,Trip Completed,2016-07-14 14:04:13,2016-07-14 15:06:40,2016-07-14,14,Thursday,Afternoon,Yes,62.45
5347,Airport,16.0,Trip Completed,2016-07-14 22:51:47,2016-07-14 23:53:42,2016-07-14,22,Thursday,Night,Yes,61.916666666666664
6147,City,16.0,Trip Completed,2016-07-15 16:11:02,2016-07-15 17:30:08,2016-07-15,16,Friday,Afternoon,Yes,79.1
6496,Airport,16.0,Trip Completed,2016-07-15 20:33:00,2016-07-15 21:32:49,2016-07-15,20,Friday,Evening,Yes,59.81666666666667
634,City,17.0,Trip Completed,2016-07-11 12:25:00,2016-07-11 13:06:00,2016-07-11,12,Monday,Afternoon,Yes,41.0
939,Airport,17.0,Trip Completed,2016-07-11 18:25:00,2016-07-11 19:26:00,2016-07-11,18,Monday,Evening,Yes,61.0
2628,Airport,17.0,Trip Completed,2016-07-12 22:10:00,2016-07-12 23:25:00,2016-07-12,22,Tuesday,Night,Yes,75.0
3021,City,17.0,Trip Completed,2016-07-13 07:33:20,2016-07-13 08:26:07,2016-07-13,7,Wednesday,Morning,Yes,52.78333333333333
4743,City,17.0,Trip Completed,2016-07-14 14:54:16,2016-07-14 15:39:03,2016-07-14,14,Thursday,Afternoon,Yes,44.78333333333333
4981,City,17.0,Trip Completed,2016-07-14 18:47:42,2016-07-14 19:43:44,2016-07-14,18,Thursday,Evening,Yes,56.03333333333333
5367,Airport,17.0,Trip Completed,2016-07-14 23:35:34,2016-07-15 00:25:26,2016-07-14,23,Thursday,Night,Yes,49.86666666666667
5471,Airport,17.0,Trip Completed,2016-07-15 04:48:57,2016-07-15 05:47:13,2016-07-15,4,Friday,Night,Yes,58.266666666666666
5988,Airport,17.0,Trip Completed,2016-07-15 11:48:32,2016-07-15 12:55:02,2016-07-15,11,Friday,Morning,Yes,66.5
6477,Airport,17.0,Trip Completed,2016-07-15 20:21:26,2016-07-15 21:00:31,2016-07-15,20,Friday,Evening,Yes,39.083333333333336
499,City,18.0,Trip Completed,2016-07-11 09:39:00,2016-07-11 10:16:00,2016-07-11,9,Monday,Morning,Yes,37.0
1147,Airport,18.0,Trip Completed,2016-07-11 20:42:00,2016-07-11 21:18:00,2016-07-11,20,Monday,Evening,Yes,36.0
1410,Airport,18.0,Trip Completed,2016-07-12 03:14:00,2016-07-12 04:27:00,2016-07-12,3,Tuesday,Night,Yes,73.0
1804,Airport,18.0,Trip Completed,2016-07-12 09:12:00,2016-07-12 09:57:00,2016-07-12,9,Tuesday,Morning,Yes,45.0
1949,Airport,18.0,Trip Completed,2016-07-12 11:32:00,2016-07-12 12:13:00,2016-07-12,11,Tuesday,Morning,Yes,41.0
2713,City,18.0,Trip Completed,2016-07-13 01:46:42,2016-07-13 02:37:08,2016-07-13,1,Wednesday,Night,Yes,50.43333333333333
2845,City,18.0,Trip Completed,2016-07-13 05:28:29,2016-07-13 06:10:40,2016-07-13,5,Wednesday,Morning,Yes,42.18333333333333
3943,Airport,18.0,Trip Completed,2016-07-13 22:35:38,2016-07-13 23:33:20,2016-07-13,22,Wednesday,Night,Yes,57.7
4792,City,18.0,Trip Completed,2016-07-14 16:47:15,2016-07-14 17:34:39,2016-07-14,16,Thursday,Afternoon,Yes,47.4
5207,Airport,18.0,Trip Completed,2016-07-14 20:57:41,2016-07-14 21:56:21,2016-07-14,20,Thursday,Evening,Yes,58.666666666666664
5890,City,18.0,Trip Completed,2016-07-15 09:43:57,2016-07-15 10:55:22,2016-07-15,9,Friday,Morning,Yes,71.41666666666667
494,City,19.0,Trip Completed,2016-07-11 09:36:00,2016-07-11 10:02:00,2016-07-11,9,Monday,Morning,Yes,26.0
1485,City,19.0,Trip Completed,2016-07-12 05:21:00,2016-07-12 06:35:00,2016-07-12,5,Tuesday,Morning,Yes,74.0
2042,City,19.0,Trip Completed,2016-07-12 14:30:00,2016-07-12 15:09:00,2016-07-12,14,Tuesday,Afternoon,Yes,39.0
2561,Airport,19.0,Trip Completed,2016-07-12 21:29:00,2016-07-12 22:44:00,2016-07-12,21,Tuesday,Evening,Yes,75.0
3813,Airport,19.0,Trip Completed,2016-07-13 21:06:57,2016-07-13 21:46:24,2016-07-13,21,Wednesday,Evening,Yes,39.45
4260,Airport,19.0,Trip Completed,2016-07-14 06:11:51,2016-07-14 06:59:46,2016-07-14,6,Thursday,Morning,Yes,47.916666666666664
4395,City,19.0,Trip Completed,2016-07-14 08:00:15,2016-07-14 08:54:39,2016-07-14,8,Thursday,Morning,Yes,54.4
5919,City,19.0,Trip Completed,2016-07-15 10:03:42,2016-07-15 10:59:27,2016-07-15,10,Friday,Morning,Yes,55.75
6002,Airport,19.0,Trip Completed,2016-07-15 12:04:15,2016-07-15 12:53:36,2016-07-15,12,Friday,Afternoon,Yes,49.35
468,City,20.0,Trip Completed,2016-07-11 09:20:00,2016-07-11 10:05:00,2016-07-11,9,Monday,Morning,Yes,45.0
693,Airport,20.0,Trip Completed,2016-07-11 13:51:00,2016-07-11 15:01:00,2016-07-11,13,Monday,Afternoon,Yes,70.0
1178,City,20.0,Trip Completed,2016-07-11 21:05:00,2016-07-11 22:06:00,2016-07-11,21,Monday,Evening,Yes,61.0
2103,City,20.0,Trip Completed,2016-07-12 16:08:00,2016-07-12 17:18:00,2016-07-12,16,Tuesday,Afternoon,Yes,70.0
2292,Airport,20.0,Trip Completed,2016-07-12 18:46:00,2016-07-12 19:23:00,2016-07-12,18,Tuesday,Evening,Yes,37.0
3339,City,20.0,Trip Completed,2016-07-13 12:40:58,2016-07-13 13:30:26,2016-07-13,12,Wednesday,Afternoon,Yes,49.46666666666667
3694,City,20.0,Trip Completed,2016-07-13 19:33:19,2016-07-13 20:35:08,2016-07-13,19,Wednesday,Evening,Yes,61.81666666666667
4469,City,20.0,Trip Completed,2016-07-14 08:45:13,2016-07-14 09:48:08,2016-07-14,8,Thursday,Morning,Yes,62.916666666666664
6432,City,20.0,Trip Completed,2016-07-15 19:50:57,2016-07-15 20:30:05,2016-07-15,19,Friday,Evening,Yes,39.13333333333333
1895,City,21.0,Trip Completed,2016-07-12 10:20:00,2016-07-12 10:52:00,2016-07-12,10,Tuesday,Morning,Yes,32.0
1981,Airport,21.0,Trip Completed,2016-07-12 12:23:00,2016-07-12 12:56:00,2016-07-12,12,Tuesday,Afternoon,Yes,33.0
